ICMP,Test_Date,Incubation_time,BioRep,TechRep,Bacteria,Additives,ZOI_mm
CON,20201215,Day14,3,2,E. coli,PDB control,0
146,20201215,Day14,3,1,S. aureus,0.1ng/mL LPS,0
146,20201215,Day14,3,2,S. aureus,0.1ng/mL LPS,0
146,20201215,Day14,3,1,S. aureus,100ng/mL LPS,0
146,20201215,Day14,3,2,S. aureus,100ng/mL LPS,0
146,20201215,Day14,3,1,S. aureus,0.1ng/mL LTA,0
146,20201215,Day14,3,2,S. aureus,0.1ng/mL LTA,0
146,20201215,Day14,3,1,S. aureus,100ng/mL LTA,0
146,20201215,Day14,3,2,S. aureus,100ng/mL LTA,0
146,20201215,Day14,3,1,S. aureus,Autoclaved bacteria,0
146,20201215,Day14,3,2,S. aureus,Autoclaved bacteria,0
146,20201215,Day14,3,1,S. aureus,Fungi alone,0
146,20201215,Day14,3,2,S. aureus,Fungi alone,0
CON,20201215,Day14,3,1,S. aureus,CON control,0
CON,20201215,Day14,3,2,S. aureus,CON control,0
CON,20201215,Day14,3,1,S. aureus,PDB control,0
CON,20201215,Day14,3,2,S. aureus,PDB control,0
13875,20201204,Day 3,3,1,E. coli,0.1ng/mL LPS,0
13875,20201204,Day 3,3,2,E. coli,0.1ng/mL LPS,0
13875,20201204,Day 3,3,1,E. coli,100ng/mL LPS,0
13875,20201204,Day 3,3,2,E. coli,100ng/mL LPS,0
13875,20201204,Day 3,3,1,E. coli,0.1ng/mL LTA,0
13875,20201204,Day 3,3,2,E. coli,0.1ng/mL LTA,0
13875,20201204,Day 3,3,1,E. coli,100ng/mL LTA,0
13875,20201204,Day 3,3,2,E. coli,100ng/mL LTA,0
13875,20201204,Day 3,3,1,E. coli,Autoclaved bacteria,0
13875,20201204,Day 3,3,2,E. coli,Autoclaved bacteria,0
13875,20201204,Day 3,3,1,E. coli,Fungi alone,0
13875,20201204,Day 3,3,2,E. coli,Fungi alone,0
13875,20201204,Day 3,3,1,S. aureus,0.1ng/mL LPS,0
13875,20201204,Day 3,3,2,S. aureus,0.1ng/mL LPS,0
13875,20201204,Day 3,3,1,S. aureus,100ng/mL LPS,0
13875,20201204,Day 3,3,2,S. aureus,100ng/mL LPS,0
13875,20201204,Day 3,3,1,S. aureus,0.1ng/mL LTA,0
13875,20201204,Day 3,3,2,S. aureus,0.1ng/mL LTA,0
13875,20201204,Day 3,3,1,S. aureus,100ng/mL LTA,0
13875,20201204,Day 3,3,2,S. aureus,100ng/mL LTA,0
13875,20201204,Day 3,3,1,S. aureus,Autoclaved bacteria,0
13875,20201204,Day 3,3,2,S. aureus,Autoclaved bacteria,0
13875,20201204,Day 3,3,1,S. aureus,Fungi alone,0
13875,20201204,Day 3,3,2,S. aureus,Fungi alone,0
13875,20201208,Day 7,3,1,E. coli,0.1ng/mL LPS,0
13875,20201208,Day 7,3,2,E. coli,0.1ng/mL LPS,0
13875,20201208,Day 7,3,1,E. coli,100ng/mL LPS,0
13875,20201208,Day 7,3,2,E. coli,100ng/mL LPS,0
13875,20201208,Day 7,3,1,E. coli,0.1ng/mL LTA,0
13875,20201208,Day 7,3,2,E. coli,0.1ng/mL LTA,0
13875,20201208,Day 7,3,1,E. coli,100ng/mL LTA,0
13875,20201208,Day 7,3,2,E. coli,100ng/mL LTA,0
13875,20201208,Day 7,3,1,E. coli,Autoclaved bacteria,0
13875,20201208,Day 7,3,2,E. coli,Autoclaved bacteria,0
13875,20201208,Day 7,3,1,E. coli,Fungi alone,0
13875,20201208,Day 7,3,2,E. coli,Fungi alone,0
13875,20201208,Day 7,3,1,S. aureus,0.1ng/mL LPS,0
13875,20201208,Day 7,3,2,S. aureus,0.1ng/mL LPS,0
13875,20201208,Day 7,3,1,S. aureus,100ng/mL LPS,0
13875,20201208,Day 7,3,2,S. aureus,100ng/mL LPS,0
13875,20201208,Day 7,3,1,S. aureus,0.1ng/mL LTA,0
13875,20201208,Day 7,3,2,S. aureus,0.1ng/mL LTA,0
13875,20201208,Day 7,3,1,S. aureus,100ng/mL LTA,0
13875,20201208,Day 7,3,2,S. aureus,100ng/mL LTA,0
13875,20201208,Day 7,3,1,S. aureus,Autoclaved bacteria,0
13875,20201208,Day 7,3,2,S. aureus,Autoclaved bacteria,0
13875,20201208,Day 7,3,1,S. aureus,Fungi alone,0
13875,20201208,Day 7,3,2,S. aureus,Fungi alone,0
13875,20201215,Day14,3,1,E. coli,0.1ng/mL LPS,0
13875,20201215,Day14,3,2,E. coli,0.1ng/mL LPS,0
13875,20201215,Day14,3,1,E. coli,100ng/mL LPS,0
13875,20201215,Day14,3,2,E. coli,100ng/mL LPS,0
13875,20201215,Day14,3,1,E. coli,0.1ng/mL LTA,0
13875,20201215,Day14,3,2,E. coli,0.1ng/mL LTA,0
13875,20201215,Day14,3,1,E. coli,100ng/mL LTA,0
13875,20201215,Day14,3,2,E. coli,100ng/mL LTA,0
13875,20201215,Day14,3,1,E. coli,Autoclaved bacteria,0
13875,20201215,Day14,3,2,E. coli,Autoclaved bacteria,0
13875,20201215,Day14,3,1,E. coli,Fungi alone,0
13875,20201215,Day14,3,2,E. coli,Fungi alone,0
13875,20201215,Day14,3,1,S. aureus,0.1ng/mL LPS,0
13875,20201215,Day14,3,2,S. aureus,0.1ng/mL LPS,0
13875,20201215,Day14,3,1,S. aureus,100ng/mL LPS,0
13875,20201215,Day14,3,2,S. aureus,100ng/mL LPS,0
13875,20201215,Day14,3,1,S. aureus,0.1ng/mL LTA,0
13875,20201215,Day14,3,2,S. aureus,0.1ng/mL LTA,0
13875,20201215,Day14,3,1,S. aureus,100ng/mL LTA,0
13875,20201215,Day14,3,2,S. aureus,100ng/mL LTA,0
13875,20201215,Day14,3,1,S. aureus,Autoclaved bacteria,0
13875,20201215,Day14,3,2,S. aureus,Autoclaved bacteria,0
13875,20201215,Day14,3,1,S. aureus,Fungi alone,0
13875,20201215,Day14,3,2,S. aureus,Fungi alone,0
13903,20201204,Day 3,3,1,E. coli,0.1ng/mL LPS,0
13903,20201204,Day 3,3,2,E. coli,0.1ng/mL LPS,0
13903,20201204,Day 3,3,1,E. coli,100ng/mL LPS,0
13903,20201204,Day 3,3,2,E. coli,100ng/mL LPS,0
13903,20201204,Day 3,3,1,E. coli,0.1ng/mL LTA,0
13903,20201204,Day 3,3,2,E. coli,0.1ng/mL LTA,0
13903,20201204,Day 3,3,1,E. coli,100ng/mL LTA,0
13903,20201204,Day 3,3,2,E. coli,100ng/mL LTA,0
13903,20201204,Day 3,3,1,E. coli,Autoclaved bacteria,0
13903,20201204,Day 3,3,2,E. coli,Autoclaved bacteria,0
13903,20201204,Day 3,3,1,E. coli,Fungi alone,0
13903,20201204,Day 3,3,2,E. coli,Fungi alone,0
13903,20201204,Day 3,3,1,S. aureus,0.1ng/mL LPS,0
13903,20201204,Day 3,3,2,S. aureus,0.1ng/mL LPS,0
13903,20201204,Day 3,3,1,S. aureus,100ng/mL LPS,0
13903,20201204,Day 3,3,2,S. aureus,100ng/mL LPS,0
13903,20201204,Day 3,3,1,S. aureus,0.1ng/mL LTA,0
13903,20201204,Day 3,3,2,S. aureus,0.1ng/mL LTA,0
13903,20201204,Day 3,3,1,S. aureus,100ng/mL LTA,0
13903,20201204,Day 3,3,2,S. aureus,100ng/mL LTA,0
13903,20201204,Day 3,3,1,S. aureus,Autoclaved bacteria,0
13903,20201204,Day 3,3,2,S. aureus,Autoclaved bacteria,0
13903,20201204,Day 3,3,1,S. aureus,Fungi alone,0
13903,20201204,Day 3,3,2,S. aureus,Fungi alone,0
13903,20201208,Day 7,3,1,E. coli,0.1ng/mL LPS,0
13903,20201208,Day 7,3,2,E. coli,0.1ng/mL LPS,0
13903,20201208,Day 7,3,1,E. coli,100ng/mL LPS,0
13903,20201208,Day 7,3,2,E. coli,100ng/mL LPS,0
13903,20201208,Day 7,3,1,E. coli,0.1ng/mL LTA,0
13903,20201208,Day 7,3,2,E. coli,0.1ng/mL LTA,0
13903,20201208,Day 7,3,1,E. coli,100ng/mL LTA,0
13903,20201208,Day 7,3,2,E. coli,100ng/mL LTA,0
13903,20201208,Day 7,3,1,E. coli,Autoclaved bacteria,0
13903,20201208,Day 7,3,2,E. coli,Autoclaved bacteria,0
13903,20201208,Day 7,3,1,E. coli,Fungi alone,0
13903,20201208,Day 7,3,2,E. coli,Fungi alone,0
13903,20201208,Day 7,3,1,S. aureus,0.1ng/mL LPS,0
13903,20201208,Day 7,3,2,S. aureus,0.1ng/mL LPS,0
13903,20201208,Day 7,3,1,S. aureus,100ng/mL LPS,0
13903,20201208,Day 7,3,2,S. aureus,100ng/mL LPS,0
13903,20201208,Day 7,3,1,S. aureus,0.1ng/mL LTA,0
13903,20201208,Day 7,3,2,S. aureus,0.1ng/mL LTA,0
13903,20201208,Day 7,3,1,S. aureus,100ng/mL LTA,0
13903,20201208,Day 7,3,2,S. aureus,100ng/mL LTA,0
13903,20201208,Day 7,3,1,S. aureus,Autoclaved bacteria,0
13903,20201208,Day 7,3,2,S. aureus,Autoclaved bacteria,0
13903,20201208,Day 7,3,1,S. aureus,Fungi alone,0
13903,20201208,Day 7,3,2,S. aureus,Fungi alone,0
13903,20201215,Day14,3,1,E. coli,0.1ng/mL LPS,0
13903,20201215,Day14,3,2,E. coli,0.1ng/mL LPS,0
13903,20201215,Day14,3,1,E. coli,100ng/mL LPS,0
13903,20201215,Day14,3,2,E. coli,100ng/mL LPS,0
13903,20201215,Day14,3,1,E. coli,0.1ng/mL LTA,0
13903,20201215,Day14,3,2,E. coli,0.1ng/mL LTA,0
13903,20201215,Day14,3,1,E. coli,100ng/mL LTA,0
13903,20201215,Day14,3,2,E. coli,100ng/mL LTA,0
13903,20201215,Day14,3,1,E. coli,Autoclaved bacteria,0
13903,20201215,Day14,3,2,E. coli,Autoclaved bacteria,0
13903,20201215,Day14,3,1,E. coli,Fungi alone,0
13903,20201215,Day14,3,2,E. coli,Fungi alone,0
13903,20201215,Day14,3,1,S. aureus,0.1ng/mL LPS,0
13903,20201215,Day14,3,2,S. aureus,0.1ng/mL LPS,0
13903,20201215,Day14,3,1,S. aureus,100ng/mL LPS,0
13903,20201215,Day14,3,2,S. aureus,100ng/mL LPS,0
13903,20201215,Day14,3,1,S. aureus,0.1ng/mL LTA,0
13903,20201215,Day14,3,2,S. aureus,0.1ng/mL LTA,0
13903,20201215,Day14,3,1,S. aureus,100ng/mL LTA,0
13903,20201215,Day14,3,2,S. aureus,100ng/mL LTA,0
13903,20201215,Day14,3,1,S. aureus,Autoclaved bacteria,0
13903,20201215,Day14,3,2,S. aureus,Autoclaved bacteria,0
13903,20201215,Day14,3,1,S. aureus,Fungi alone,0
13903,20201215,Day14,3,2,S. aureus,Fungi alone,0
19129,20201204,Day 3,3,1,E. coli,0.1ng/mL LPS,0
19129,20201204,Day 3,3,2,E. coli,0.1ng/mL LPS,0
19129,20201204,Day 3,3,1,E. coli,100ng/mL LPS,0
19129,20201204,Day 3,3,2,E. coli,100ng/mL LPS,0
19129,20201204,Day 3,3,1,E. coli,0.1ng/mL LTA,0
19129,20201204,Day 3,3,2,E. coli,0.1ng/mL LTA,0
19129,20201204,Day 3,3,1,E. coli,100ng/mL LTA,0
19129,20201204,Day 3,3,2,E. coli,100ng/mL LTA,0
19129,20201204,Day 3,3,1,E. coli,Autoclaved bacteria,0
19129,20201204,Day 3,3,2,E. coli,Autoclaved bacteria,0
19129,20201204,Day 3,3,1,E. coli,Fungi alone,0
19129,20201204,Day 3,3,2,E. coli,Fungi alone,0
19129,20201204,Day 3,3,1,S. aureus,0.1ng/mL LPS,0
19129,20201204,Day 3,3,2,S. aureus,0.1ng/mL LPS,0
19129,20201204,Day 3,3,1,S. aureus,100ng/mL LPS,0
19129,20201204,Day 3,3,2,S. aureus,100ng/mL LPS,0
19129,20201204,Day 3,3,1,S. aureus,0.1ng/mL LTA,0
19129,20201204,Day 3,3,2,S. aureus,0.1ng/mL LTA,0
19129,20201204,Day 3,3,1,S. aureus,100ng/mL LTA,0
19129,20201204,Day 3,3,2,S. aureus,100ng/mL LTA,0
19129,20201204,Day 3,3,1,S. aureus,Autoclaved bacteria,0
19129,20201204,Day 3,3,2,S. aureus,Autoclaved bacteria,0
19129,20201204,Day 3,3,1,S. aureus,Fungi alone,0
19129,20201204,Day 3,3,2,S. aureus,Fungi alone,0
19129,20201208,Day 7,3,1,E. coli,0.1ng/mL LPS,0
19129,20201208,Day 7,3,2,E. coli,0.1ng/mL LPS,0
19129,20201208,Day 7,3,1,E. coli,100ng/mL LPS,0
19129,20201208,Day 7,3,2,E. coli,100ng/mL LPS,0
19129,20201208,Day 7,3,1,E. coli,0.1ng/mL LTA,0
19129,20201208,Day 7,3,2,E. coli,0.1ng/mL LTA,0
19129,20201208,Day 7,3,1,E. coli,100ng/mL LTA,0
19129,20201208,Day 7,3,2,E. coli,100ng/mL LTA,0
19129,20201208,Day 7,3,1,E. coli,Autoclaved bacteria,0
19129,20201208,Day 7,3,2,E. coli,Autoclaved bacteria,0
19129,20201208,Day 7,3,1,E. coli,Fungi alone,0
19129,20201208,Day 7,3,2,E. coli,Fungi alone,0
19129,20201208,Day 7,3,1,S. aureus,0.1ng/mL LPS,0
19129,20201208,Day 7,3,2,S. aureus,0.1ng/mL LPS,0
19129,20201208,Day 7,3,1,S. aureus,100ng/mL LPS,0
19129,20201208,Day 7,3,2,S. aureus,100ng/mL LPS,0
19129,20201208,Day 7,3,1,S. aureus,0.1ng/mL LTA,0
19129,20201208,Day 7,3,2,S. aureus,0.1ng/mL LTA,0
19129,20201208,Day 7,3,1,S. aureus,100ng/mL LTA,0
19129,20201208,Day 7,3,2,S. aureus,100ng/mL LTA,0
19129,20201208,Day 7,3,1,S. aureus,Autoclaved bacteria,0
19129,20201208,Day 7,3,2,S. aureus,Autoclaved bacteria,0
19129,20201208,Day 7,3,1,S. aureus,Fungi alone,0
19129,20201208,Day 7,3,2,S. aureus,Fungi alone,0
19129,20201215,Day14,3,1,E. coli,0.1ng/mL LPS,0
19129,20201215,Day14,3,2,E. coli,0.1ng/mL LPS,0
19129,20201215,Day14,3,1,E. coli,100ng/mL LPS,0
19129,20201215,Day14,3,2,E. coli,100ng/mL LPS,0
19129,20201215,Day14,3,1,E. coli,0.1ng/mL LTA,0
19129,20201215,Day14,3,2,E. coli,0.1ng/mL LTA,0
19129,20201215,Day14,3,1,E. coli,100ng/mL LTA,0
19129,20201215,Day14,3,2,E. coli,100ng/mL LTA,0
19129,20201215,Day14,3,1,E. coli,Autoclaved bacteria,0
19129,20201215,Day14,3,2,E. coli,Autoclaved bacteria,0
19129,20201215,Day14,3,1,E. coli,Fungi alone,0
19129,20201215,Day14,3,2,E. coli,Fungi alone,0
19129,20201215,Day14,3,1,S. aureus,0.1ng/mL LPS,0
19129,20201215,Day14,3,2,S. aureus,0.1ng/mL LPS,0
19129,20201215,Day14,3,1,S. aureus,100ng/mL LPS,0
19129,20201215,Day14,3,2,S. aureus,100ng/mL LPS,0
19129,20201215,Day14,3,1,S. aureus,0.1ng/mL LTA,0
19129,20201215,Day14,3,2,S. aureus,0.1ng/mL LTA,0
19129,20201215,Day14,3,1,S. aureus,100ng/mL LTA,0
19129,20201215,Day14,3,2,S. aureus,100ng/mL LTA,0
19129,20201215,Day14,3,1,S. aureus,Autoclaved bacteria,0
19129,20201215,Day14,3,2,S. aureus,Autoclaved bacteria,0
19129,20201215,Day14,3,1,S. aureus,Fungi alone,0
19129,20201215,Day14,3,2,S. aureus,Fungi alone,0
5181,20201204,Day 3,3,1,E. coli,0.1ng/mL LPS,0
5181,20201204,Day 3,3,2,E. coli,0.1ng/mL LPS,0
5181,20201204,Day 3,3,1,E. coli,100ng/mL LPS,0
5181,20201204,Day 3,3,2,E. coli,100ng/mL LPS,0
5181,20201204,Day 3,3,1,E. coli,0.1ng/mL LTA,0
5181,20201204,Day 3,3,2,E. coli,0.1ng/mL LTA,0
5181,20201204,Day 3,3,1,E. coli,100ng/mL LTA,0
5181,20201204,Day 3,3,2,E. coli,100ng/mL LTA,0
5181,20201204,Day 3,3,1,E. coli,Autoclaved bacteria,0
5181,20201204,Day 3,3,2,E. coli,Autoclaved bacteria,0
5181,20201204,Day 3,3,1,E. coli,Fungi alone,0
5181,20201204,Day 3,3,2,E. coli,Fungi alone,0
5181,20201204,Day 3,3,1,S. aureus,0.1ng/mL LPS,0
5181,20201204,Day 3,3,2,S. aureus,0.1ng/mL LPS,0
5181,20201204,Day 3,3,1,S. aureus,100ng/mL LPS,0
5181,20201204,Day 3,3,2,S. aureus,100ng/mL LPS,0
5181,20201204,Day 3,3,1,S. aureus,0.1ng/mL LTA,0
5181,20201204,Day 3,3,2,S. aureus,0.1ng/mL LTA,0
5181,20201204,Day 3,3,1,S. aureus,100ng/mL LTA,0
5181,20201204,Day 3,3,2,S. aureus,100ng/mL LTA,0
5181,20201204,Day 3,3,1,S. aureus,Autoclaved bacteria,0
5181,20201204,Day 3,3,2,S. aureus,Autoclaved bacteria,0
5181,20201204,Day 3,3,1,S. aureus,Fungi alone,0
5181,20201204,Day 3,3,2,S. aureus,Fungi alone,0
5181,20201208,Day 7,3,1,E. coli,0.1ng/mL LPS,0
5181,20201208,Day 7,3,2,E. coli,0.1ng/mL LPS,0
5181,20201208,Day 7,3,1,E. coli,100ng/mL LPS,0
5181,20201208,Day 7,3,2,E. coli,100ng/mL LPS,0
5181,20201208,Day 7,3,1,E. coli,0.1ng/mL LTA,0
5181,20201208,Day 7,3,2,E. coli,0.1ng/mL LTA,0
5181,20201208,Day 7,3,1,E. coli,100ng/mL LTA,0
5181,20201208,Day 7,3,2,E. coli,100ng/mL LTA,0
5181,20201208,Day 7,3,1,E. coli,Autoclaved bacteria,0
5181,20201208,Day 7,3,2,E. coli,Autoclaved bacteria,0
5181,20201208,Day 7,3,1,E. coli,Fungi alone,0
5181,20201208,Day 7,3,2,E. coli,Fungi alone,0
5181,20201208,Day 7,3,1,S. aureus,0.1ng/mL LPS,0
5181,20201208,Day 7,3,2,S. aureus,0.1ng/mL LPS,0
5181,20201208,Day 7,3,1,S. aureus,100ng/mL LPS,0
5181,20201208,Day 7,3,2,S. aureus,100ng/mL LPS,0
5181,20201208,Day 7,3,1,S. aureus,0.1ng/mL LTA,0
5181,20201208,Day 7,3,2,S. aureus,0.1ng/mL LTA,0
5181,20201208,Day 7,3,1,S. aureus,100ng/mL LTA,0
5181,20201208,Day 7,3,2,S. aureus,100ng/mL LTA,0
5181,20201208,Day 7,3,1,S. aureus,Autoclaved bacteria,0
5181,20201208,Day 7,3,2,S. aureus,Autoclaved bacteria,0
5181,20201208,Day 7,3,1,S. aureus,Fungi alone,0
5181,20201208,Day 7,3,2,S. aureus,Fungi alone,0
5181,20201215,Day14,3,1,E. coli,0.1ng/mL LPS,0
5181,20201215,Day14,3,2,E. coli,0.1ng/mL LPS,0
5181,20201215,Day14,3,1,E. coli,100ng/mL LPS,0
5181,20201215,Day14,3,2,E. coli,100ng/mL LPS,0
5181,20201215,Day14,3,1,E. coli,0.1ng/mL LTA,0
5181,20201215,Day14,3,2,E. coli,0.1ng/mL LTA,0
5181,20201215,Day14,3,1,E. coli,100ng/mL LTA,0
5181,20201215,Day14,3,2,E. coli,100ng/mL LTA,0
5181,20201215,Day14,3,1,E. coli,Autoclaved bacteria,0
5181,20201215,Day14,3,2,E. coli,Autoclaved bacteria,0
5181,20201215,Day14,3,1,E. coli,Fungi alone,0
5181,20201215,Day14,3,2,E. coli,Fungi alone,0
5181,20201215,Day14,3,1,S. aureus,0.1ng/mL LPS,0
5181,20201215,Day14,3,2,S. aureus,0.1ng/mL LPS,0
5181,20201215,Day14,3,1,S. aureus,100ng/mL LPS,0
5181,20201215,Day14,3,2,S. aureus,100ng/mL LPS,0
5181,20201215,Day14,3,1,S. aureus,0.1ng/mL LTA,0
5181,20201215,Day14,3,2,S. aureus,0.1ng/mL LTA,0
5181,20201215,Day14,3,1,S. aureus,100ng/mL LTA,0
5181,20201215,Day14,3,2,S. aureus,100ng/mL LTA,0
5181,20201215,Day14,3,1,S. aureus,Autoclaved bacteria,0
5181,20201215,Day14,3,2,S. aureus,Autoclaved bacteria,0
5181,20201215,Day14,3,1,S. aureus,Fungi alone,0
5181,20201215,Day14,3,2,S. aureus,Fungi alone,0
14000,20210114,Day 3,1,1,E. coli,0.1ng/mL LPS,0
14000,20210114,Day 3,1,2,E. coli,0.1ng/mL LPS,0
14000,20210114,Day 3,1,1,E. coli,100ng/mL LPS,0
14000,20210114,Day 3,1,2,E. coli,100ng/mL LPS,0
14000,20210114,Day 3,1,1,E. coli,0.1ng/mL LTA,0
14000,20210114,Day 3,1,2,E. coli,0.1ng/mL LTA,0
14000,20210114,Day 3,1,1,E. coli,100ng/mL LTA,0
14000,20210114,Day 3,1,2,E. coli,100ng/mL LTA,0
14000,20210114,Day 3,1,1,E. coli,Autoclaved bacteria,0
14000,20210114,Day 3,1,2,E. coli,Autoclaved bacteria,0
14000,20210114,Day 3,1,1,E. coli,Fungi alone,0
14000,20210114,Day 3,1,2,E. coli,Fungi alone,0
CON,20210114,Day 3,1,1,E. coli,CON control,0
CON,20210114,Day 3,1,2,E. coli,CON control,0
CON,20210114,Day 3,1,1,E. coli,PDB control,0
CON,20210114,Day 3,1,2,E. coli,PDB control,0
14000,20210114,Day 3,1,1,S. aureus,0.1ng/mL LPS,0
14000,20210114,Day 3,1,2,S. aureus,0.1ng/mL LPS,0
14000,20210114,Day 3,1,1,S. aureus,100ng/mL LPS,0
14000,20210114,Day 3,1,2,S. aureus,100ng/mL LPS,0
14000,20210114,Day 3,1,1,S. aureus,0.1ng/mL LTA,0
14000,20210114,Day 3,1,2,S. aureus,0.1ng/mL LTA,0
14000,20210114,Day 3,1,1,S. aureus,100ng/mL LTA,0
14000,20210114,Day 3,1,2,S. aureus,100ng/mL LTA,0
14000,20210114,Day 3,1,1,S. aureus,Autoclaved bacteria,0
14000,20210114,Day 3,1,2,S. aureus,Autoclaved bacteria,0
14000,20210114,Day 3,1,1,S. aureus,Fungi alone,0
14000,20210114,Day 3,1,2,S. aureus,Fungi alone,0
CON,20210114,Day 3,1,1,S. aureus,CON control,0
CON,20210114,Day 3,1,2,S. aureus,CON control,0
CON,20210114,Day 3,1,1,S. aureus,PDB control,0
CON,20210114,Day 3,1,2,S. aureus,PDB control,0
11458,20210114,Day 3,1,1,E. coli,0.1ng/mL LPS,0
11458,20210114,Day 3,1,2,E. coli,0.1ng/mL LPS,0
11458,20210114,Day 3,1,1,E. coli,100ng/mL LPS,0
11458,20210114,Day 3,1,2,E. coli,100ng/mL LPS,0
11458,20210114,Day 3,1,1,E. coli,0.1ng/mL LTA,0
11458,20210114,Day 3,1,2,E. coli,0.1ng/mL LTA,0
11458,20210114,Day 3,1,1,E. coli,100ng/mL LTA,0
11458,20210114,Day 3,1,2,E. coli,100ng/mL LTA,0
11458,20210114,Day 3,1,1,E. coli,Autoclaved bacteria,0
11458,20210114,Day 3,1,2,E. coli,Autoclaved bacteria,0
11458,20210114,Day 3,1,1,E. coli,Fungi alone,0
11458,20210114,Day 3,1,2,E. coli,Fungi alone,0
11458,20210114,Day 3,1,1,S. aureus,0.1ng/mL LPS,0
11458,20210114,Day 3,1,2,S. aureus,0.1ng/mL LPS,0
11458,20210114,Day 3,1,1,S. aureus,100ng/mL LPS,0
11458,20210114,Day 3,1,2,S. aureus,100ng/mL LPS,0
11458,20210114,Day 3,1,1,S. aureus,0.1ng/mL LTA,0
11458,20210114,Day 3,1,2,S. aureus,0.1ng/mL LTA,0
11458,20210114,Day 3,1,1,S. aureus,100ng/mL LTA,0
11458,20210114,Day 3,1,2,S. aureus,100ng/mL LTA,0
11458,20210114,Day 3,1,1,S. aureus,Autoclaved bacteria,0
11458,20210114,Day 3,1,2,S. aureus,Autoclaved bacteria,0
11458,20210114,Day 3,1,1,S. aureus,Fungi alone,0
11458,20210114,Day 3,1,2,S. aureus,Fungi alone,0
15555,20210114,Day 3,1,1,E. coli,0.1ng/mL LPS,0
15555,20210114,Day 3,1,2,E. coli,0.1ng/mL LPS,0
15555,20210114,Day 3,1,1,E. coli,100ng/mL LPS,0
15555,20210114,Day 3,1,2,E. coli,100ng/mL LPS,0
15555,20210114,Day 3,1,1,E. coli,0.1ng/mL LTA,0
15555,20210114,Day 3,1,2,E. coli,0.1ng/mL LTA,0
15555,20210114,Day 3,1,1,E. coli,100ng/mL LTA,0
15555,20210114,Day 3,1,2,E. coli,100ng/mL LTA,0
15555,20210114,Day 3,1,1,E. coli,Autoclaved bacteria,0
15555,20210114,Day 3,1,2,E. coli,Autoclaved bacteria,0
15555,20210114,Day 3,1,1,E. coli,Fungi alone,0
15555,20210114,Day 3,1,2,E. coli,Fungi alone,0
15555,20210114,Day 3,1,1,S. aureus,0.1ng/mL LPS,0
15555,20210114,Day 3,1,2,S. aureus,0.1ng/mL LPS,0
15555,20210114,Day 3,1,1,S. aureus,100ng/mL LPS,0
15555,20210114,Day 3,1,2,S. aureus,100ng/mL LPS,0
15555,20210114,Day 3,1,1,S. aureus,0.1ng/mL LTA,0
15555,20210114,Day 3,1,2,S. aureus,0.1ng/mL LTA,0
15555,20210114,Day 3,1,1,S. aureus,100ng/mL LTA,0
15555,20210114,Day 3,1,2,S. aureus,100ng/mL LTA,0
15555,20210114,Day 3,1,1,S. aureus,Autoclaved bacteria,0
15555,20210114,Day 3,1,2,S. aureus,Autoclaved bacteria,0
15555,20210114,Day 3,1,1,S. aureus,Fungi alone,0
15555,20210114,Day 3,1,2,S. aureus,Fungi alone,0
18208,20210114,Day 3,1,1,E. coli,0.1ng/mL LPS,0
18208,20210114,Day 3,1,2,E. coli,0.1ng/mL LPS,0
18208,20210114,Day 3,1,1,E. coli,100ng/mL LPS,0
18208,20210114,Day 3,1,2,E. coli,100ng/mL LPS,0
18208,20210114,Day 3,1,1,E. coli,0.1ng/mL LTA,0
18208,20210114,Day 3,1,2,E. coli,0.1ng/mL LTA,0
18208,20210114,Day 3,1,1,E. coli,100ng/mL LTA,0
18208,20210114,Day 3,1,2,E. coli,100ng/mL LTA,0
18208,20210114,Day 3,1,1,E. coli,Autoclaved bacteria,0
18208,20210114,Day 3,1,2,E. coli,Autoclaved bacteria,0
18208,20210114,Day 3,1,1,E. coli,Fungi alone,0
18208,20210114,Day 3,1,2,E. coli,Fungi alone,0
18208,20210114,Day 3,1,1,S. aureus,0.1ng/mL LPS,0
18208,20210114,Day 3,1,2,S. aureus,0.1ng/mL LPS,0
18208,20210114,Day 3,1,1,S. aureus,100ng/mL LPS,0
18208,20210114,Day 3,1,2,S. aureus,100ng/mL LPS,0
18208,20210114,Day 3,1,1,S. aureus,0.1ng/mL LTA,0
18208,20210114,Day 3,1,2,S. aureus,0.1ng/mL LTA,0
18208,20210114,Day 3,1,1,S. aureus,100ng/mL LTA,0
18208,20210114,Day 3,1,2,S. aureus,100ng/mL LTA,0
18208,20210114,Day 3,1,1,S. aureus,Autoclaved bacteria,0
18208,20210114,Day 3,1,2,S. aureus,Autoclaved bacteria,0
18208,20210114,Day 3,1,1,S. aureus,Fungi alone,0
18208,20210114,Day 3,1,2,S. aureus,Fungi alone,0
21054,20210114,Day 3,1,1,E. coli,0.1ng/mL LPS,0
21054,20210114,Day 3,1,2,E. coli,0.1ng/mL LPS,0
21054,20210114,Day 3,1,1,E. coli,100ng/mL LPS,0
21054,20210114,Day 3,1,2,E. coli,100ng/mL LPS,0
21054,20210114,Day 3,1,1,E. coli,0.1ng/mL LTA,0
21054,20210114,Day 3,1,2,E. coli,0.1ng/mL LTA,0
21054,20210114,Day 3,1,1,E. coli,100ng/mL LTA,0
21054,20210114,Day 3,1,2,E. coli,100ng/mL LTA,0
21054,20210114,Day 3,1,1,E. coli,Autoclaved bacteria,0
